R.Time (min)	Intensity
0	0
833	-0.00854358974358971
1667	0.982902564102564
2500	0.974358974358974
3333	0.965815384615385
4167	-0.0427384615384615
5000	-0.0512820512820513
5833	-0.059825641025641
6667	-0.0683794871794872
7500	-0.0769230769230769
8333	-0.0854666666666667
9167	-0.0940205128205128
10000	-0.102564102564103
10833	0.888892307692308
11667	0.880338461538462
12500	0.871794871794872
13333	0.863251282051282
14167	0.854697435897436
15000	0.846153846153846
15833	0.837610256410256
16667	0.82905641025641
17500	0.82051282051282
18333	0.811969230769231
19167	1.80341538461538
20000	1.79487179487179
20833	1.78632820512821
21667	1.77777435897436
22500	1.76923076923077
23333	1.76068717948718
24167	1.75213333333333
25000	1.74358974358974
25833	1.73504615384615
26667	2.72649230769231
27500	2.71794871794872
28333	2.70940512820513
29167	2.70085128205128
30000	2.69230769230769
30833	3.6837641025641
31667	3.67521025641026
32500	3.66666666666667
33333	3.65812307692308
34167	3.64956923076923
35000	3.64102564102564
35833	3.63248205128205
36667	3.62392820512821
37500	2.61538461538462
38333	2.60684102564103
39167	2.59828717948718
40000	1.58974358974359
40833	1.5812
41667	0.572646153846154
42500	0.564102564102564
43333	0.555558974358974
44167	0.547005128205128
45000	-0.461538461538462
45833	-0.470082051282051
46667	-0.478635897435898
47500	0.512820512820513
48333	0.504276923076923
49167	0.495723076923077
50000	0.487179487179487
50833	0.478635897435897
51667	0.470082051282051
52500	0.461538461538462
53333	0.452994871794872
54167	1.44444102564103
55000	1.43589743589744
55833	1.42735384615385
56667	1.4188
57500	1.41025641025641
58333	1.40171282051282
59167	2.39315897435897
60000	2.38461538461538
60833	2.37607179487179
61667	1.36751794871795
62500	2.35897435897436
63333	1.35043076923077
64167	2.34187692307692
65000	2.33333333333333
65833	2.32478974358974
66667	2.3162358974359
67500	2.30769230769231
68333	2.29914871794872
69167	2.29059487179487
70000	1.28205128205128
70833	1.27350769230769
71667	1.26495384615385
72500	1.25641025641026
73333	1.24786666666667
74167	1.23931282051282
75000	1.23076923076923
75833	1.22222564102564
76667	1.21367179487179
77500	1.20512820512821
78333	2.19658461538462
79167	1.18803076923077
80000	1.17948717948718
80833	1.17094358974359
81667	1.16238974358974
82500	1.15384615384615
83333	1.14530256410256
84167	0.136748717948718
85000	0.128205128205128
85833	0.119661538461538
86667	0.111107692307692
87500	1.1025641025641
88333	1.09402051282051
89167	1.08546666666667
90000	1.07692307692308
90833	1.06837948717949
91667	1.05982564102564
92500	1.05128205128205
93333	1.04273846153846
94167	1.03418461538462
95000	1.02564102564103
95833	1.01709743589744
96667	0.00854358974358971
97500	0
98333	-0.0256307692307692
99167	-0.0512923076923077
100000	-0.0769230769230769
100833	-0.102553846153846
101667	-0.128215384615385
102500	-0.153846153846154
103333	-0.179476923076923
104167	-0.205138461538462
105000	-0.230769230769231
105833	-0.2564
106667	-0.282061538461538
107500	-0.307692307692308
108333	-0.333323076923077
109167	0.641015384615385
110000	0.615384615384615
110833	0.589753846153846
111667	1.56409230769231
112500	0.538461538461538
113333	0.512830769230769
114167	0.487169230769231
115000	0.461538461538462
115833	0.435907692307692
116667	0.410246153846154
117500	0.384615384615385
118333	0.358984615384615
119167	0.333323076923077
120000	0.307692307692308
120833	0.282061538461538
121667	0.2564
122500	0.230769230769231
123333	0.205138461538461
124167	0.179476923076923
125000	0.153846153846154
125833	0.128215384615385
126667	0.102553846153846
127500	0.0769230769230769
128333	0.0512923076923076
129167	0.0256307692307692
130000	0
130833	-0.0256307692307691
131667	-0.0512923076923077
132500	-0.0769230769230769
133333	-0.102553846153846
134167	-0.128215384615385
135000	0.846153846153846
135833	0.820523076923077
136667	0.794861538461539
137500	0.769230769230769
138333	0.7436
139167	0.717938461538462
140000	0.692307692307692
140833	0.666676923076923
141667	0.641015384615385
142500	0.615384615384615
143333	0.589753846153846
144167	0.564092307692308
145000	0.538461538461539
145833	0.512830769230769
146667	0.487169230769231
147500	0.461538461538461
148333	0.435907692307692
149167	0.410246153846154
150000	0.384615384615385
150833	0.358984615384615
151667	0.333323076923077
152500	0.307692307692308
153333	0.282061538461538
154167	0.2564
155000	0.230769230769231
155833	0.205138461538461
156667	1.17947692307692
157500	1.15384615384615
158333	1.12821538461538
159167	1.10255384615385
160000	1.07692307692308
160833	0.0512923076923077
161667	0.0256307692307691
162500	0
163333	-0.0256307692307693
164167	-0.0512923076923077
165000	-0.0769230769230771
165833	-0.102553846153846
166667	-0.128215384615384
167500	-0.153846153846154
168333	-1.17947692307692
169167	-1.20513846153846
170000	-1.23076923076923
170833	-1.2564
171667	-0.282061538461539
172500	-0.307692307692307
173333	-0.333323076923077
174167	-0.358984615384615
175000	-0.384615384615385
175833	-0.410246153846154
176667	0.564092307692308
177500	0.538461538461538
178333	0.512830769230769
179167	0.487169230769231
180000	0.461538461538462
180833	0.435907692307692
181667	0.410246153846154
182500	0.384615384615385
183333	0.358984615384615
184167	0.333323076923077
185000	0.307692307692307
185833	0.282061538461539
186667	0.2564
187500	0.230769230769231
188333	0.205138461538461
189167	0.179476923076923
190000	0.153846153846154
190833	0.128215384615384
191667	0.102553846153846
192500	-0.923076923076923
193333	-0.948707692307692
194167	-0.974369230769231
195000	0
195833	-1.00854358974359
196667	-1.01709743589744
197500	-1.02564102564103
198333	-1.03418461538462
199167	-0.0427384615384616
200000	-1.05128205128205
200833	-1.05982564102564
201667	-1.06837948717949
202500	-1.07692307692308
203333	-1.08546666666667
204167	-1.09402051282051
205000	-1.1025641025641
205833	-1.11110769230769
206667	-1.11966153846154
207500	-1.12820512820513
208333	-1.13674871794872
209167	-1.14530256410256
210000	-1.15384615384615
210833	-1.16238974358974
211667	-1.17094358974359
212500	-1.17948717948718
213333	-1.18803076923077
214167	-1.19658461538462
215000	-1.20512820512821
215833	-1.21367179487179
216667	-0.222225641025641
217500	-0.230769230769231
218333	-0.23931282051282
219167	-0.247866666666667
220000	-0.256410256410256
220833	-0.264953846153846
221667	-0.273507692307692
222500	-0.282051282051282
223333	-0.290594871794872
224167	-0.299148717948718
225000	-0.307692307692307
225833	-0.316235897435897
226667	0.675210256410256
227500	0.666666666666667
228333	-0.341876923076923
229167	-0.350430769230769
230000	-0.358974358974359
230833	-1.36751794871795
231667	-1.37607179487179
232500	-1.38461538461538
233333	-1.39315897435897
234167	-1.40171282051282
235000	-1.41025641025641
235833	-1.4188
236667	-1.42735384615385
237500	-1.43589743589744
238333	-1.44444102564103
239167	-1.45299487179487
240000	-0.461538461538462
240833	-0.470082051282051
241667	-0.478635897435897
242500	-0.487179487179487
243333	-0.495723076923077
244167	-0.504276923076923
245000	-1.51282051282051
245833	-1.5213641025641
246667	-1.52991794871795
247500	-2.53846153846154
248333	-1.54700512820513
249167	-1.55555897435897
250000	-1.56410256410256
250833	-1.57264615384615
251667	-1.5812
252500	-2.58974358974359
253333	-2.59828717948718
254167	-2.60684102564103
255000	-2.61538461538462
255833	-1.62392820512821
256667	-1.63248205128205
257500	-1.64102564102564
258333	-1.64956923076923
259167	-1.65812307692308
260000	-1.66666666666667
260833	-0.675210256410256
261667	-0.683764102564103
262500	-0.692307692307693
263333	-0.700851282051282
264167	-0.709405128205128
265000	-0.717948717948718
265833	-1.72649230769231
266667	-0.735046153846154
267500	-0.743589743589744
268333	-0.752133333333333
269167	-0.76068717948718
270000	-0.769230769230769
270833	-0.777774358974359
271667	-0.786328205128205
272500	0.205128205128205
273333	0.196584615384615
274167	0.188030769230769
275000	0.17948717948718
275833	0.17094358974359
276667	0.162389743589744
277500	0.153846153846154
278333	0.145302564102564
279167	0.136748717948718
280000	0.128205128205128
280833	0.119661538461538
281667	0.111107692307693
282500	0.102564102564103
283333	0.0940205128205127
284167	0.0854666666666666
285000	0.0769230769230767
285833	0.0683794871794872
286667	0.059825641025641
287500	0.0512820512820511
288333	0.0427384615384616
289167	0.0341846153846155
290000	0.0256410256410256
290833	0.0170974358974361
291667	0.00854358974358949
292500	0
293333	0
294167	-1
295000	-1
295833	-1
296667	-1
297500	-2
298333	-2
299167	-1
300000	-1
300833	-1
301667	-1
302500	-1
303333	-1
304167	-1
305000	-1
305833	0
306667	0
307500	-1
308333	-1
309167	-1
310000	-1
310833	-1
311667	-1
312500	-1
313333	-1
314167	-2
315000	-2
315833	-1
316667	-1
317500	-1
318333	-1
319167	-1
320000	0
320833	0
321667	0
322500	-1
323333	-1
324167	-1
325000	-1
325833	-1
326667	-1
327500	-1
328333	-1
329167	-1
330000	-1
330833	-1
331667	-2
332500	-2
333333	-2
334167	-2
335000	-1
335833	-1
336667	-1
337500	-1
338333	-1
339167	-1
340000	-1
340833	0
341667	-1
342500	-1
343333	-1
344167	0
345000	0
345833	0
346667	0
347500	0
348333	0
349167	0
350000	0
350833	0
351667	0
352500	-1
353333	-1
354167	-1
355000	-1
355833	-1
356667	-1
357500	0
358333	-1
359167	-1
360000	-1
360833	-1
361667	0
362500	0
363333	0
364167	0
365000	0
365833	0
366667	-1
367500	-1
368333	-1
369167	-1
370000	-1
370833	0
371667	0
372500	0
373333	0
374167	0
375000	0
375833	0
376667	0
377500	0
378333	0
379167	0
380000	0
380833	0
381667	0
382500	0
383333	-1
384167	0
385000	0
385833	0
386667	0
387500	0
388333	0
389167	0
390000	0
390833	0
391667	0
392500	0
393333	0
394167	-1
395000	0
395833	0
396667	0
397500	0
398333	0
399167	-1
400000	-1
400833	-1
401667	0
402500	0
403333	0
404167	-1
405000	-1
405833	-1
406667	-1
407500	-1
408333	0
409167	0
410000	0
410833	0
411667	0
412500	0
413333	0
414167	-1
415000	-1
415833	-1
416667	-1
417500	-1
418333	-1
419167	-1
420000	0
420833	-1
421667	-1
422500	-1
423333	-1
424167	-1
425000	-2
425833	-1
426667	-1
427500	-1
428333	-1
429167	-1
430000	-1
430833	-1
431667	0
432500	0
433333	0
434167	0
435000	-1
435833	-1
436667	-1
437500	-1
438333	0
439167	0
440000	0
440833	0
441667	0
442500	0
443333	0
444167	0
445000	0
445833	-1
446667	0
447500	0
448333	0
449167	0
450000	0
450833	0
451667	0
452500	0
453333	0
454167	0
455000	1
455833	1
456667	0
457500	0
458333	0
459167	0
460000	0
460833	0
461667	0
462500	0
463333	0
464167	0
465000	0
465833	0
466667	0
467500	0
468333	0
469167	0
470000	0
470833	0
471667	0
472500	0
473333	0
474167	0
475000	0
475833	0
476667	0
477500	1
478333	1
479167	0
480000	0
480833	0
481667	0
482500	0
483333	0
484167	0
485000	0
485833	1
486667	0
487500	0
488333	1.00854358974359
489167	1.01709743589744
490000	1.02564102564103
490833	1.03418461538462
491667	1.04273846153846
492500	1.05128205128205
493333	0.059825641025641
494167	0.0683794871794872
495000	-0.923076923076923
495833	-0.914533333333333
496667	-0.905979487179487
497500	-0.897435897435897
498333	0.111107692307692
499167	1.11966153846154
500000	1.12820512820513
500833	2.13674871794872
501667	2.14530256410256
502500	2.15384615384615
503333	2.16238974358974
504167	1.17094358974359
505000	1.17948717948718
505833	1.18803076923077
506667	0.196584615384615
507500	0.205128205128205
508333	0.213671794871795
509167	0.222225641025641
510000	1.23076923076923
510833	1.23931282051282
511667	1.24786666666667
512500	1.25641025641026
513333	1.26495384615385
514167	1.27350769230769
515000	1.28205128205128
515833	1.29059487179487
516667	1.29914871794872
517500	1.30769230769231
518333	1.3162358974359
519167	1.32478974358974
520000	1.33333333333333
520833	1.34187692307692
521667	1.35043076923077
522500	1.35897435897436
523333	1.36751794871795
524167	1.37607179487179
525000	1.38461538461538
525833	1.39315897435897
526667	1.40171282051282
527500	1.41025641025641
528333	1.4188
529167	1.42735384615385
530000	1.43589743589744
530833	1.44444102564103
531667	1.45299487179487
532500	1.46153846153846
533333	1.47008205128205
534167	1.4786358974359
535000	1.48717948717949
535833	1.49572307692308
536667	1.50427692307692
537500	1.51282051282051
538333	1.5213641025641
539167	1.52991794871795
540000	1.53846153846154
540833	1.54700512820513
541667	1.55555897435897
542500	1.56410256410256
543333	0.572646153846154
544167	0.5812
545000	0.58974358974359
545833	0.598287179487179
546667	0.606841025641025
547500	1.61538461538462
548333	0.623928205128205
549167	0.632482051282051
550000	0.641025641025641
550833	0.649569230769231
551667	0.658123076923077
552500	0.666666666666667
553333	0.675210256410256
554167	0.683764102564103
555000	1.69230769230769
555833	1.70085128205128
556667	0.709405128205128
557500	1.71794871794872
558333	1.72649230769231
559167	0.735046153846154
560000	1.74358974358974
560833	0.752133333333333
561667	1.76068717948718
562500	1.76923076923077
563333	1.77777435897436
564167	1.78632820512821
565000	1.79487179487179
565833	0.803415384615385
566667	0.811969230769231
567500	0.82051282051282
568333	1.82905641025641
569167	1.83761025641026
570000	1.84615384615385
570833	1.85469743589744
571667	1.86325128205128
572500	1.87179487179487
573333	0.880338461538462
574167	0.888892307692307
575000	0.897435897435897
575833	0.905979487179487
576667	0.914533333333333
577500	1.92307692307692
578333	1.93162051282051
579167	1.94017435897436
580000	1.94871794871795
580833	1.95726153846154
581667	0.965815384615385
582500	0.974358974358974
583333	0.982902564102564
584167	-0.00854358974358949
585000	0
585833	0
586667	0
587500	0
588333	1
589167	1
590000	1
590833	2
591667	2
592500	2
593333	2
594167	2
595000	3
595833	3
596667	3
597500	2
598333	2
599167	2
600000	2
600833	2
601667	2
602500	2
603333	2
604167	1
605000	1
605833	1
606667	0
607500	0
608333	0
609167	-1
610000	-1
610833	-2
611667	-2
612500	-2
613333	-3
614167	-4
615000	-6
615833	-10
616667	-16
617500	-24
618333	-37
619167	-57
620000	-86
620833	-129
621667	-191
622500	-279
623333	-404
624167	-575
625000	-807
625833	-1115
626667	-1514
627500	-2017
628333	-2634
629167	-3372
630000	-4226
630833	-5184
631667	-6226
632500	-7320
633333	-8429
634167	-9509
635000	-10519
635833	-11416
636667	-12165
637500	-12739
638333	-13119
639167	-13298
640000	-13278
640833	-13069
641667	-12689
642500	-12161
643333	-11513
644167	-10772
645000	-9967
645833	-9126
646667	-8272
647500	-7428
648333	-6609
649167	-5832
650000	-5106
650833	-4436
651667	-3828
652500	-3282
653333	-2798
654167	-2372
655000	-2001
655833	-1682
656667	-1408
657500	-1176
658333	-979
659167	-814
660000	-676
660833	-561
661667	-466
662500	-387
663333	-322
664167	-269
665000	-225
665833	-189
666667	-159
667500	-135
668333	-114
669167	-98
670000	-84
670833	-72
671667	-63
672500	-55
673333	-48
674167	-43
675000	-38
675833	-34
676667	-31
677500	-28
678333	-26
679167	-23
680000	-21
680833	-20
681667	-18
682500	-17
683333	-16
684167	-15
685000	-13
685833	-12
686667	-11
687500	-11
688333	-10
689167	-10
690000	-10
690833	-9
691667	-9
692500	-8
693333	-7
694167	-7
695000	-6
695833	-6
696667	-6
697500	-6
698333	-5
699167	-5
700000	-5
700833	-5
701667	-5
702500	-4
703333	-4
704167	-4
705000	-4
705833	-4
706667	-4
707500	-4
708333	-4
709167	-4
710000	-4
710833	-3
711667	-3
712500	-3
713333	-3
714167	-2
715000	-2
715833	-2
716667	-2
717500	-1
718333	-1
719167	-1
720000	-1
720833	-1
721667	-1
722500	-1
723333	0
724167	0
725000	0
725833	0
726667	-1
727500	-1
728333	-1
729167	-1
730000	0
730833	-0.0256307692307693
731667	-0.0512923076923077
732500	-0.0769230769230771
733333	-0.102553846153846
734167	-0.128215384615385
735000	-0.153846153846154
735833	-0.179476923076923
736667	-0.205138461538461
737500	-0.230769230769231
738333	-0.2564
739167	-0.282061538461539
740000	-0.307692307692307
740833	-0.333323076923077
741667	-0.358984615384615
742500	-0.384615384615385
743333	-0.410246153846154
744167	-0.435907692307692
745000	0.538461538461538
745833	0.512830769230769
746667	0.487169230769231
747500	0.461538461538462
748333	0.435907692307692
749167	0.410246153846154
750000	0.384615384615385
750833	1.35898461538462
751667	1.33332307692308
752500	1.30769230769231
753333	1.28206153846154
754167	1.2564
755000	1.23076923076923
755833	0.205138461538461
756667	0.179476923076923
757500	0.153846153846154
758333	1.12821538461538
759167	1.10255384615385
760000	1.07692307692308
760833	1.05129230769231
761667	1.02563076923077
762500	0
763333	-0.0256307692307693
764167	-0.0512923076923073
765000	-0.0769230769230767
765833	-0.102553846153846
766667	-0.128215384615385
767500	-0.153846153846153
768333	0.820523076923077
769167	0.794861538461539
770000	0.769230769230769
770833	1.7436
771667	0.717938461538462
772500	0.692307692307693
773333	0.666676923076923
774167	0.641015384615384
775000	0.615384615384615
775833	0.589753846153846
776667	0.564092307692308
777500	0.538461538461538
778333	0.512830769230769
779167	0.487169230769231
780000	-0.538461538461538
780833	0.435907692307692
781667	0.410246153846154
782500	0.384615384615385
783333	0.358984615384616
784167	0.333323076923077
785000	0.307692307692307
785833	0.282061538461538
786667	0.2564
787500	-0.769230769230769
788333	0.205138461538461
789167	0.179476923076923
790000	1.15384615384615
790833	0.128215384615385
791667	0.102553846153846
792500	0.0769230769230767
793333	0.0512923076923073
794167	1.02563076923077
795000	1
795833	0.974369230769231
796667	0.948707692307693
797500	0.923076923076923
798333	-0.102553846153846
799167	-0.128215384615384
800000	-0.153846153846153
800833	-0.179476923076923
801667	0.794861538461539
802500	0.769230769230769
803333	0.7436
804167	0.717938461538461
805000	0.692307692307693
805833	0.666676923076923
806667	0.641015384615384
807500	0.615384615384615
808333	0.589753846153846
809167	0.564092307692308
810000	0.538461538461538
810833	0.512830769230769
811667	0.487169230769231
812500	0.461538461538462
813333	0.435907692307692
814167	0.410246153846154
815000	0.384615384615385
815833	0.358984615384616
816667	0.333323076923077
